"id","condition","rcheck.symbolic1","rcheck.symbolic2","mcheck1","mcheck2","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","phs.anger1","phs.contempt1","phs.disgust1","phs.anger4","phs.anger2","phs.contempt2","phs.disgust2","phs.contempt4","phs.attcheck","phs.anger3","phs.contempt3","phs.disgust3","phs.disgust4","ths.int1","ths.pss1","ths.com1","ths.int2","ths.pss2","ths.com2","ths.int3","ths.pss3","ths.com3","ths.int4","ths.pss4","ths.com4","ths.int5","ths.pss5","ths.com5","ths.attcheck","ths.int6","ths.pss6","ths.com6","ths.int7","ths.pss7","ths.com7","ths.int8","ths.pss8","ths.com8","ths.int9","ths.pss9","ths.com9","ths.int10","ths.com10","hate_item","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0&1","voodoo2 - 0&1","voodoo3 - 0&1","voodoo4 - 0&1","voodoo5 - 0&1","voodoo6 - 0&1","voodoo7 - 0&1","voodoo8 - 0&1","voodoo9 - 0&1","voodoo10 - 0&1","tangram.check","tangram.videocheck","tangram.easy.1","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 - 0&1","tangram.easy.2 - 0&1","tangram.easy.3 - 0&1","tangram.easy.4 - 0&1","tangram.easy.5 - 0&1","tangram.easy.6 - 0&1","tangram.easy.7 - 0&1","tangram.easy.8 - 0&1","tangram.easy.9 - 0&1","tangram.easy.10 - 0&1","tanrgam.medium.1 - 0&1","tanrgam.medium.2 - 0&1","tanrgam.medium.3 - 0&1","tanrgam.medium.4 - 0&1","tanrgam.medium.5 - 0&1","tanrgam.medium.6 - 0&1","tanrgam.medium.7 - 0&1","tanrgam.medium.8 - 0&1","tanrgam.medium.9 - 0&1","tanrgam.medium.10 - 0&1","tanrgam.hard.1 - 0&1","tanrgam.hard.2 - 0&1","tanrgam.hard.3 - 0&1","tanrgam.hard.4 - 0&1","tanrgam.hard.5 - 0&1","tanrgam.hard.6 - 0&1","tanrgam.hard.7 - 0&1","tanrgam.hard.8 - 0&1","tanrgam.hard.9 - 0&1","tanrgam.hard.10 - 0&1","rcheck.realistic1","rcheck.realistic2","rcheck.control1","rcheck.control2","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
309,"symbolic",1,1,1,1,24,24,24,28,24,24,24,26,24,24,24,24,27,1,1,1,7,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,19.0,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
310,"control",,,1,1,24,24,24,30,24,24,24,26,24,24,24,24,26,1,1,1,6,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,61.0,4,2,-1.0,-0.68,-0.45,-0.57,-0.79,-0.23,5
311,"control",,,1,1,29,29,25,27,29,29,29,27,24,29,29,29,25,2,2,3,5,2,2,2,5,1,2,2,2,3,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,50.0,2,1,0.2,-0.22,-0.59,-0.68,0.08,0.51,5
312,"realistic",,,7,2,24,26,27,25,24,24,26,25,24,24,26,26,24,1,4,5,3,1,1,4,3,1,1,4,4,1,4,5,5,4,5,4,4,5,4,3,5,1,1,1,5,1,3,5,4,1,4,1,5,1,4,5,1,5,4,7,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,1,1,,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,1,27.0,3,1,-1.0,1.0,1.0,1.0,1.0,1.0,5
313,"realistic",,,6,5,24,24,24,27,24,24,24,25,24,24,29,29,26,1,1,1,5,1,1,1,3,1,1,2,2,4,4,4,3,3,3,2,5,4,3,3,3,2,2,1,2,1,2,4,3,2,4,1,2,1,2,4,1,1,1,4,2,85.0,155.0,152.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,,,,1,1,1,,,,,1,,1,,,,,,1,,1,1,1,,,1,,,,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,,,2,57.0,4,1,-0.32,-0.55,-0.51,-0.42,-0.72,-0.51,5
314,"realistic",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,30,1,1,1,4,1,1,1,4,1,1,1,1,6,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,47.0,3,1,-1.0,-0.7,-0.75,-0.78,-0.72,-0.48,5
315,"realistic",,,4,3,29,29,25,26,24,24,29,26,24,29,24,24,26,2,2,3,4,1,1,2,4,1,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,,1,,,1,1,1,,,1,1,,,,1,,1,,,,,,,,,,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,1,52.0,4,11,-1.0,-1.0,-0.92,-0.87,-1.0,-1.0,5
316,"control",,,1,1,24,24,24,28,24,24,24,26,24,24,24,24,30,1,1,1,7,1,1,1,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,,,,,,,,1,,,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,,,1,1,2,55.0,4,7,0.45,0.0,-0.46,0.13,-0.2,0.0,5
317,"realistic",,,4,3,29,29,26,27,29,29,25,26,24,29,29,29,26,2,2,4,5,2,2,3,4,1,2,2,2,4,3,2,2,4,3,3,4,4,3,2,2,3,3,2,3,1,2,3,3,3,2,3,3,2,2,3,2,4,2,3,3,174.0,117.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,,,1,1,,,1,1,,,,,,1,,1,1,,1,1,1,,,,1,,,,,,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,,,2,58.0,3,1,-1.0,0.42,0.42,0.57,0.65,0.34,5
318,"realistic",,,5,2,24,24,24,27,24,24,24,30,24,24,24,24,27,1,1,1,5,1,1,1,6,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,,1,1,,1,1,,1,1,,1,1,,1,,,,,,,,,,,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,1,53.0,4,2,0.0,0.0,0.25,0.5,-0.25,0.5,5
319,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,41.0,4,1,0.52,-1.0,-1.0,-1.0,-1.0,-1.0,5
320,"symbolic",1,1,1,1,24,24,24,28,24,24,24,26,24,24,24,24,30,1,1,1,7,1,1,1,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,40.0,4,1,-1.0,-0.86,-1.0,-0.94,-0.94,-0.6,5
321,"realistic",,,5,3,24,24,24,27,24,24,24,29,24,24,24,24,25,1,1,1,5,1,1,1,2,1,1,1,1,3,1,1,2,1,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,5,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,27.0,4,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
322,"realistic",,,2,2,24,24,24,27,24,24,24,27,24,24,24,24,30,1,1,1,5,1,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,1,1,,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,2,28.0,4,2,0.68,-0.8,-0.74,-0.73,-1.0,-0.7,5
323,"control",,,7,7,24,24,27,26,24,24,24,26,24,24,24,24,24,1,1,5,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,66.0,3,7,-0.91,0.6,0.61,0.69,0.56,0.58,5
324,"control",,,5,5,24,24,24,26,24,24,24,26,24,24,26,24,26,1,1,1,4,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,4,1,2,4,1,1,2,1,4,1,1,1,4,4,1,1,4,2,4,4,2,4,1,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,55.0,3,7,0.75,0.9,0.89,1.0,0.7,0.86,5
325,"symbolic",1,1,1,1,24,24,24,27,24,24,24,26,24,24,24,24,27,1,1,1,5,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,32.0,4,4,-1.0,-0.95,-0.89,-0.86,-1.0,-1.0,5
326,"control",,,2,2,24,24,29,26,29,29,29,26,24,29,29,29,26,1,1,2,4,2,2,2,4,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,3,2,2,2,2,1,38.0,212.0,215.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,,1,1,1,28.0,4,4,-1.0,-0.37,-0.35,-0.3,-0.39,-0.24,5
327,"control",,,1,1,24,24,24,27,24,24,24,26,24,24,24,24,27,1,1,1,5,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,,1,1,1,1,,1,,,,,,1,,1,,,,,,,,,,,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,2,34.0,4,2,-0.58,-0.73,-0.25,-1.0,0.22,-0.86,5
328,"symbolic",1,1,2,2,29,24,29,26,24,24,24,27,24,24,24,24,27,2,1,2,4,1,1,1,5,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,4,1,146.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,20.0,3,10,-0.97,-0.43,-0.95,-0.55,-0.8,-0.72,5
329,"symbolic",1,1,1,1,29,26,26,26,24,25,26,26,24,29,25,25,26,2,4,4,4,1,3,4,4,1,2,3,3,4,4,2,2,4,2,3,4,2,2,4,2,1,4,2,2,1,4,2,4,4,2,1,3,2,3,5,2,2,4,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,,,1,1,,1,1,,,1,,,,1,1,,1,,,,1,,,,,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,,,,,2,56.0,4,1,-1.0,-1.0,-1.0,-0.9,-1.0,-1.0,5
330,"symbolic",1,1,1,1,24,24,24,27,24,24,29,26,24,24,29,24,26,1,1,1,5,1,1,2,4,1,1,2,1,4,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,3,2,2,1,4,1,1,4,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,64.0,4,1,-0.99,-0.94,-0.95,-0.94,-1.0,-0.98,5
331,"control",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,29,1,1,1,4,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,31.0,4,2,-1.0,0.0,0.0,0.0,0.0,0.0,5
332,"control",,,3,3,24,24,24,27,24,24,24,26,24,24,24,24,26,1,1,1,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,23.0,5,1,0.85,0.0,0.0,0.6,-0.15,-0.35,5
333,"symbolic",1,1,2,2,24,24,29,27,24,24,24,27,24,24,24,24,27,1,1,2,5,1,1,1,5,1,1,1,1,5,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,4,2,1,1,1,1,1,5,1,2,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,1,1,1,,1,,1,,,,,,1,1,,,,,,,,,,,,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,50.0,5,1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,5
334,"control",,,2,1,24,24,24,30,24,24,24,30,24,24,24,24,28,1,1,1,6,1,1,1,6,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,1,1,,,,1,,1,,1,,1,1,,,1,,,,,,,1,,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,,1,1,1,34.0,5,1,-1.0,-0.16,-0.21,-0.25,-0.24,-0.27,5
335,"control",,,5,6,24,29,25,25,24,24,29,26,24,24,27,24,26,1,2,3,3,1,1,2,4,1,1,5,1,4,1,1,2,1,1,1,4,1,3,3,1,2,4,1,1,1,1,2,4,4,1,1,1,1,1,4,1,2,1,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,1,1,1,,,,1,,,,1,1,,,,,1,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,,,1,1,1,51.0,5,7,-1.0,0.51,0.64,0.89,0.3,0.5,5
336,"realistic",,,7,7,29,29,30,26,29,26,26,26,24,29,30,26,29,2,2,6,4,2,4,4,4,1,2,6,4,2,4,2,4,6,4,4,4,5,4,4,4,2,4,2,4,1,4,5,4,4,5,4,4,2,4,4,2,4,4,6,4,143.0,162.0,177.0,133.0,153.0,133.0,153.0,140.0,195.0,,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,2,45.0,3,2,-1.0,0.16,0.16,0.0,0.49,0.87,5
337,"symbolic",1,1,1,1,24,24,24,30,24,24,24,30,24,24,24,24,27,1,1,1,6,1,1,1,6,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,34.0,3,7,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,5
338,"realistic",,,4,1,24,24,26,29,24,24,26,29,24,24,24,24,24,1,1,4,2,1,1,4,2,1,1,1,1,1,1,1,4,5,1,1,1,4,2,4,3,2,4,1,4,1,5,2,4,5,2,1,4,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,,1,,,,1,1,,1,1,,1,,1,1,,,,,,,,1,,,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,,,2,69.0,4,1,-1.0,-0.71,-0.66,-0.55,-0.96,-0.78,5
339,"realistic",,,1,3,24,24,24,26,24,24,24,26,24,24,29,24,26,1,1,1,4,1,1,1,4,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,1,4,1,1,4,1,1,1,1,1,127.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,,,1,1,1,,,1,,1,1,,1,1,,,,,,1,,,,,,,,,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,,,2,59.0,4,7,0.64,0.89,0.89,0.89,0.9,0.95,5
340,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,1,1,1,1,1,,,1,,,1,,1,,,1,,,,,,,,1,,,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,1,1,2,47.0,5,1,-1.0,-0.17,-0.71,-0.47,-0.7,-0.55,5
341,"control",,,1,1,24,24,24,30,24,24,24,27,24,24,24,24,27,1,1,1,6,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,36.0,4,4,-1.0,-0.98,-0.99,-1.0,-1.0,-0.99,5
342,"control",,,1,1,24,24,24,30,24,24,29,27,24,24,24,24,30,1,1,1,6,1,1,2,5,1,1,1,1,6,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,24.0,3,1,-0.86,-1.0,-1.0,-1.0,-1.0,-1.0,5
343,"symbolic",1,1,3,2,24,24,24,30,24,24,24,26,24,24,24,24,26,1,1,1,6,1,1,1,4,1,1,1,1,4,1,1,1,4,1,2,2,2,2,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,1,1,1,,1,1,,1,,1,,,,1,,,1,,,,,,,,,,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,1,29.0,1,1,0.46,0.33,0.27,-0.25,0.0,0.36,5
344,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,1,1,,1,,,1,,,,1,,1,,1,,,,,,,,,,,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,2,31.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
345,"control",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,27,1,1,1,4,1,1,1,4,1,1,1,1,5,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,43.0,4,1,0.75,-0.32,-0.29,0.0,-0.36,-0.52,5
346,"realistic",,,1,1,24,24,24,28,24,24,24,28,24,24,24,24,28,1,1,1,7,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,76.0,4,4,-1.0,-0.85,-0.85,-0.85,-0.95,-0.95,5
347,"symbolic",1,1,2,1,24,24,26,25,24,29,26,25,24,24,29,29,25,1,1,4,3,1,2,4,3,1,1,2,2,3,4,2,2,2,2,2,4,1,4,2,1,2,3,1,2,1,1,2,4,2,2,1,4,1,2,5,2,2,2,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,,,1,,,,1,,,1,1,,1,,,1,,,1,,,1,,1,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,2,48.0,5,1,-0.9,-1.0,-1.0,-1.0,-1.0,-0.9,5
348,"control",,,1,1,24,24,24,30,24,24,24,27,24,24,24,24,27,1,1,1,6,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,22.0,3,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
