"id","condition","rcheck.symbolic1","rcheck.symbolic2","mcheck1","mcheck2","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","phs.anger1","phs.contempt1","phs.disgust1","phs.anger4","phs.anger2","phs.contempt2","phs.disgust2","phs.contempt4","phs.attcheck","phs.anger3","phs.contempt3","phs.disgust3","phs.disgust4","ths.int1","ths.pss1","ths.com1","ths.int2","ths.pss2","ths.com2","ths.int3","ths.pss3","ths.com3","ths.int4","ths.pss4","ths.com4","ths.int5","ths.pss5","ths.com5","ths.attcheck","ths.int6","ths.pss6","ths.com6","ths.int7","ths.pss7","ths.com7","ths.int8","ths.pss8","ths.com8","ths.int9","ths.pss9","ths.com9","ths.int10","ths.com10","hate_item","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0&1","voodoo2 - 0&1","voodoo3 - 0&1","voodoo4 - 0&1","voodoo5 - 0&1","voodoo6 - 0&1","voodoo7 - 0&1","voodoo8 - 0&1","voodoo9 - 0&1","voodoo10 - 0&1","tangram.check","tangram.videocheck","tangram.easy.1","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 - 0&1","tangram.easy.2 - 0&1","tangram.easy.3 - 0&1","tangram.easy.4 - 0&1","tangram.easy.5 - 0&1","tangram.easy.6 - 0&1","tangram.easy.7 - 0&1","tangram.easy.8 - 0&1","tangram.easy.9 - 0&1","tangram.easy.10 - 0&1","tanrgam.medium.1 - 0&1","tanrgam.medium.2 - 0&1","tanrgam.medium.3 - 0&1","tanrgam.medium.4 - 0&1","tanrgam.medium.5 - 0&1","tanrgam.medium.6 - 0&1","tanrgam.medium.7 - 0&1","tanrgam.medium.8 - 0&1","tanrgam.medium.9 - 0&1","tanrgam.medium.10 - 0&1","tanrgam.hard.1 - 0&1","tanrgam.hard.2 - 0&1","tanrgam.hard.3 - 0&1","tanrgam.hard.4 - 0&1","tanrgam.hard.5 - 0&1","tanrgam.hard.6 - 0&1","tanrgam.hard.7 - 0&1","tanrgam.hard.8 - 0&1","tanrgam.hard.9 - 0&1","tanrgam.hard.10 - 0&1","rcheck.realistic1","rcheck.realistic2","rcheck.control1","rcheck.control2","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
229,"control",,,3,3,24,26,26,26,24,24,24,26,24,24,24,24,26,1,4,4,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,31.0,3,7,-1.0,-0.5,-0.3,-0.3,-0.25,-0.01,5
230,"control",,,4,5,24,24,24,24,24,24,24,24,24,24,24,24,26,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,229.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,2,2,1,,,1,,,,,1,,,1,,1,1,,,1,,1,,1,,1,,,1,,,,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,,,1,1,2,25.0,4,11,-0.88,-0.24,-0.72,-0.22,-0.43,0.0,5
231,"symbolic",1,1,4,5,29,25,25,25,24,26,27,25,24,24,27,27,27,2,3,3,3,1,4,5,3,1,1,5,5,5,5,1,5,3,5,5,2,4,5,3,5,5,2,2,5,1,6,5,2,2,4,4,2,4,5,2,5,3,5,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,,1,1,,,1,1,1,,,,1,,,,,,,,1,1,1,,,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,,,,,1,49.0,4,7,-1.0,1.0,1.0,1.0,1.0,0.0,5
232,"symbolic",1,1,1,1,24,24,24,26,24,27,24,24,24,24,24,24,24,1,1,1,4,1,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,1,4,5,1,4,1,1,1,6,1,5,5,1,1,5,1,1,6,1,1,5,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,1,,,1,,,1,,1,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,2,63.0,5,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
233,"symbolic",1,1,2,2,29,29,29,26,29,29,29,26,24,29,29,29,26,2,2,2,4,2,2,2,4,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,5,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,32.0,5,1,-0.25,-0.13,-0.19,-0.08,-0.29,-0.31,5
234,"symbolic",1,1,1,1,24,24,24,27,24,24,24,27,24,24,24,24,26,1,1,1,5,1,1,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,22.0,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.98,5
235,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,27,1,1,1,6,1,1,1,6,1,1,1,1,5,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,1,,,1,1,,,,,,1,,1,1,1,,,,,,,,,,,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,31.0,5,1,-1.0,-0.63,-0.33,-0.8,-0.25,-0.9,5
236,"control",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,28.0,4,1,-0.77,-0.62,-0.61,-0.56,-0.54,-0.55,5
237,"symbolic",1,1,5,5,29,29,27,26,24,25,30,24,24,24,26,25,24,2,2,5,4,1,3,6,1,1,1,4,3,1,4,1,5,7,4,1,5,3,4,3,5,1,3,1,2,1,3,2,6,3,5,1,5,1,1,6,2,1,2,3,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,28.0,3,1,-1.0,-0.49,-0.55,-0.75,-0.79,-0.76,5
238,"control",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,36.0,4,1,-1.0,-1.0,-0.8,-1.0,-0.9,-0.85,5
239,"control",,,5,1,24,24,24,26,24,24,24,26,24,24,27,24,26,1,1,1,4,1,1,1,4,1,1,5,1,4,1,1,1,1,2,1,1,2,1,3,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,45.0,4,1,-1.0,0.53,0.71,0.87,0.5,0.13,5
240,"symbolic",1,1,1,2,24,24,24,30,29,29,29,30,24,29,29,29,30,1,1,1,6,2,2,2,6,1,2,2,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,152.0,140.0,166.0,124.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,2,,1,1,,1,,,,,,,,1,1,,1,,,1,,,1,1,,1,1,,,,,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,,,,,2,21.0,3,4,0.45,-0.35,-0.23,-0.76,-0.68,-0.68,5
241,"symbolic",1,1,4,1,24,24,24,24,24,24,24,24,24,24,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,64.0,4,2,-0.99,0.0,0.0,0.0,0.0,0.0,5
242,"realistic",,,1,1,24,24,24,28,24,24,24,28,29,24,24,24,28,1,1,1,7,1,1,1,7,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,2,49.0,5,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
243,"realistic",,,5,3,29,25,25,26,24,26,29,26,24,29,27,25,25,2,3,3,4,1,4,2,4,1,2,5,3,3,2,2,4,3,5,4,3,4,5,3,3,4,2,1,2,1,3,6,5,2,3,5,2,2,5,5,3,5,5,5,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,2,29.0,3,2,-0.09,-0.67,-0.76,-0.71,-0.61,-0.62,5
244,"symbolic",1,1,2,5,29,25,26,26,24,26,26,25,24,29,25,26,26,2,3,4,4,1,4,4,3,1,2,3,4,4,4,3,3,3,2,3,4,3,4,3,4,3,3,3,3,1,3,2,4,2,4,3,3,2,2,5,2,3,4,5,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,52.0,4,2,0.14,0.19,0.14,0.43,0.06,0.11,5
245,"symbolic",1,1,2,7,26,27,28,29,24,27,28,24,24,24,25,27,24,4,5,7,2,1,5,7,1,1,1,3,5,1,5,2,5,6,1,4,7,6,6,4,5,5,6,1,6,1,5,5,3,5,6,4,5,6,4,7,4,4,7,7,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,,2,32.0,5,1,-1.0,0.0,0.0,0.15,-0.16,0.17,5
246,"symbolic",1,1,2,3,24,24,29,26,24,29,26,25,24,24,24,25,26,1,1,2,4,1,2,4,3,1,1,1,3,4,3,4,5,4,4,2,4,2,4,2,4,2,2,1,2,1,3,5,4,2,4,2,3,1,1,5,1,2,4,4,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,1,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,52.0,4,7,-0.5,0.0,-0.15,0.0,-0.1,-0.05,5
247,"control",,,1,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,1,1,1,,,,,1,,1,1,,,1,,,1,,,,1,,,,,,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,,1,1,2,29.0,5,1,-0.9,0.0,-0.1,0.0,0.0,0.0,5
248,"symbolic",1,1,2,3,24,25,25,26,29,29,29,26,24,24,29,29,26,1,3,3,4,2,2,2,4,1,1,2,2,4,4,1,4,3,1,3,2,1,2,2,2,4,3,3,3,1,5,4,2,3,3,1,2,3,3,6,4,2,5,2,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,56.0,4,1,0.26,-1.0,-1.0,-1.0,-1.0,-1.0,5
249,"control",,,1,1,24,24,24,28,24,24,24,28,24,24,24,24,28,1,1,1,7,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,40.0,5,11,-1.0,-0.89,-0.89,-0.89,-0.89,-0.89,5
250,"symbolic",1,1,1,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,65.0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
251,"control",,,1,1,24,24,24,30,24,24,24,28,24,24,24,24,30,1,1,1,6,1,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,47.0,3,1,0.15,-0.5,-0.3,-0.34,-0.47,-0.94,5
252,"control",,,4,1,24,24,24,26,24,24,24,26,24,24,24,24,30,1,1,1,4,1,1,1,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,39.0,4,7,-1.0,-1.0,-0.3,-1.0,-0.13,-1.0,5
253,"realistic",,,3,3,27,26,26,25,25,25,26,26,24,25,26,25,25,5,4,4,3,3,3,4,4,1,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,1,2,1,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,33.0,5,1,0.01,0.22,0.07,0.35,-0.16,-0.05,5
254,"realistic",,,1,2,24,24,29,26,24,24,29,26,24,24,29,24,25,1,1,2,4,1,1,2,4,1,1,2,1,3,1,1,1,2,1,1,2,1,1,5,1,1,5,1,1,1,1,1,3,7,1,1,2,1,1,3,1,1,1,1,1,145.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,58.0,4,2,-1.0,-1.0,-1.0,-1.0,-0.85,-1.0,5
255,"realistic",,,3,1,24,24,24,28,24,24,24,28,24,24,24,24,30,1,1,1,7,1,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,1,,1,1,,1,1,,,1,,1,1,,,,,,,,1,,,1,,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,,,1,39.0,4,1,0.33,-0.9,-0.85,-0.85,-1.0,-1.0,5
256,"control",,,1,1,24,24,24,28,24,24,24,28,24,24,24,24,28,1,1,1,7,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,56.0,4,7,-0.51,0.0,0.0,0.0,0.0,0.0,5
257,"realistic",,,1,1,24,24,24,26,24,24,24,26,24,24,25,24,27,1,1,1,4,1,1,1,4,1,1,3,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,28.0,4,1,-1.0,-0.73,-0.44,-0.64,-0.42,-0.77,5
258,"symbolic",1,1,2,1,24,24,24,26,24,24,24,27,24,24,24,24,27,1,1,1,4,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,64.0,3,1,-0.8,0.0,0.0,-0.29,-0.34,-0.43,5
259,"realistic",,,1,1,24,24,24,26,24,24,24,26,24,24,29,24,26,1,1,1,4,1,1,1,4,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,64.0,3,7,-0.99,0.0,0.0,0.03,0.0,-0.79,5
260,"control",,,2,3,27,25,25,27,25,29,25,27,24,25,29,29,26,5,3,3,5,3,2,3,5,1,3,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,243.0,214.0,58.0,73.0,183.0,125.0,,,,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,31.0,4,1,-1.0,-0.55,-0.66,-0.43,-0.41,-0.75,5
261,"realistic",,,2,1,24,24,24,27,24,24,24,26,24,24,24,24,26,1,1,1,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,25.0,3,1,-0.71,-1.0,-1.0,-0.99,-0.64,-0.92,5
262,"control",,,2,2,24,25,25,27,24,25,26,27,24,29,25,29,26,1,3,3,5,1,3,4,5,1,2,3,2,4,2,2,3,4,2,2,3,2,1,2,3,1,2,1,3,1,3,4,4,3,4,2,5,1,2,5,1,4,2,4,1,141.0,151.0,126.0,153.0,229.0,55.0,141.0,132.0,,,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,37.0,3,4,-0.7,-0.35,-0.4,-0.28,-0.5,-0.2,5
263,"symbolic",1,1,3,1,24,24,24,24,24,29,24,24,24,29,24,24,30,1,1,1,1,1,2,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,156.0,137.0,142.0,126.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,20.0,3,2,-0.12,0.0,0.0,0.11,0.06,0.1,5
264,"control",,,2,2,24,24,24,27,24,24,24,26,24,24,24,24,27,1,1,1,5,1,1,1,4,1,1,1,1,5,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,40.0,5,1,0.89,1.0,1.0,0.0,1.0,0.27,5
265,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,41.0,3,1,-1.0,0.0,0.0,0.0,-0.02,-0.1,5
266,"realistic",,,2,1,24,24,24,28,24,24,24,27,24,24,24,24,28,1,1,1,7,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,20.0,3,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
267,"control",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,48.0,5,1,-1.0,-0.74,-0.67,-0.54,-0.64,-0.61,5
268,"realistic",,,1,1,24,24,24,27,24,24,24,26,24,24,24,24,30,1,1,1,5,1,1,1,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,32.0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
